,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age,Item_Type_Breads,Item_Type_Breakfast,Item_Type_Canned,Item_Type_Dairy,Item_Type_Frozen Foods,Item_Type_Fruits and Vegetables,Item_Type_Hard Drinks,Item_Type_Health and Hygiene,Item_Type_Household,Item_Type_Meat,Item_Type_Others,Item_Type_Seafood,Item_Type_Snack Foods,Item_Type_Soft Drinks,Item_Type_Starchy Foods,Item_Identifier_Categories_FD,Item_Identifier_Categories_NC,Outlet_Identifier_OUT013,Outlet_Identifier_OUT017,Outlet_Identifier_OUT018,Outlet_Identifier_OUT019,Outlet_Identifier_OUT027,Outlet_Identifier_OUT035,Outlet_Identifier_OUT045,Outlet_Identifier_OUT046,Outlet_Identifier_OUT049
1526,17.35,1,0.063207198,89.383,2,1,1,1258.362,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1427,20.1,0,0.077389797,60.8536,3,2,1,1347.5792,36,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2503,19.6,0,0.047888606,42.277,1,1,1,605.878,19,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
3790,11.1,1,0.036020711,177.2712,1,1,1,2109.2544,19,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
713,10.395,0,0.031273559,160.0604,2,0,1,1267.6832,24,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
6791,10.65,1,0.085482761,231.4668,2,2,2,3225.1352,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
3392,7.09,0,0.007215314,47.6034,1,0,1,1458.102,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
6905,7.855,1,0.0,220.1482,2,2,2,4600.0122,14,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
3847,14.35,0,0.017073332,109.5228,2,1,1,1657.842,21,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
7470,12.857645184135976,0,0.04690397,110.657,1,0,0,659.142,38,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
622,20.35,0,0.039428167,127.9678,2,2,2,3560.6984,14,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
2870,5.34,1,0.005963881,99.5358,1,0,1,1407.5012,26,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
3004,18.25,0,0.054455125,142.0154,2,2,2,850.8924,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
3122,6.615,0,0.093574769,199.4426,2,1,1,3361.6242,21,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
5571,11.6,1,0.077164595,172.5106,1,0,1,2566.659,26,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2755,19.7,0,0.041803291,110.3912,2,0,1,3275.736,24,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
5615,15.35,1,0.055067732,146.5734,3,2,1,2375.5744,36,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
30,19.25,0,0.170348551,55.7956,2,2,0,163.7868,25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5480,8.75,1,0.074778547,186.3556,2,1,1,3567.3564,21,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
6653,17.0,0,0.126758324,124.5362,2,2,2,1132.5258,14,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
5973,15.35,0,0.074601506,90.983,1,1,1,1348.245,19,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
7982,20.5,0,0.036110222,120.1756,3,2,1,2059.9852,36,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
3548,6.65,0,0.08816538,126.8678,2,1,1,1780.3492,16,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
2129,8.93,0,0.013179388,55.1614,1,0,1,939.4438,26,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
6121,14.85,1,0.053837561,120.8072,1,0,1,4287.752,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
907,20.75,0,0.025272781,146.6734,2,1,1,445.4202,16,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
8153,14.8,0,0.081206491,189.2846,2,1,1,1719.7614,21,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1947,10.5,0,0.071368699,121.3098,2,0,1,1446.1176,24,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
3294,13.85,1,0.026042966,161.221,2,1,1,1794.331,16,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1086,18.2,0,0.058799705,220.7456,2,1,1,4420.912,16,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
1165,10.1,0,0.032283676,52.2008,2,1,1,759.012,16,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
2306,5.46,1,0.032359413,187.424,2,1,1,3169.208,16,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
7325,16.75,0,0.105068444,156.663,2,1,1,2816.334,21,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
2505,18.25,0,0.076089711,212.9218,2,0,1,3846.9924,24,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
7373,8.895,1,0.08154715,49.8008,2,1,1,759.012,16,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
5423,20.7,0,0.170152831,182.6266,2,1,1,2581.9724,21,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
864,7.365,0,0.160292264,94.712,2,1,1,932.12,21,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
5933,12.857645184135976,0,0.007180374,47.4034,2,2,3,631.8442,38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2727,18.35,1,0.092226754,184.4266,1,0,1,3504.1054,26,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
5740,7.575,0,0.055379648,198.1768,1,1,1,5321.0736,19,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
5291,18.85,0,0.090867297,127.3336,1,0,1,3962.8416,26,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8483,8.26,0,0.03447406,117.0834,2,1,1,1612.5676,21,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2051,9.3,1,0.014047825,196.5084,2,1,1,4364.9848,21,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
557,12.857645184135976,0,0.045050674,84.925,2,2,3,1747.725,38,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
7532,12.857645184135976,0,0.039385518,164.8526,2,2,3,2631.2416,38,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
7092,21.25,0,0.01945343,120.8756,2,0,1,1454.1072,24,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
3219,7.27,1,0.020865797,90.2488,2,2,2,814.9392,14,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
3818,17.2,1,0.0120098,163.1184,1,1,1,2807.0128,19,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
990,13.5,0,0.054990009,35.2874,1,0,1,741.0354,26,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
596,7.93,0,0.0,123.2414,2,2,2,487.3656,14,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
7501,8.68,0,0.01478914,97.7384,2,2,0,98.5384,25,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1812,16.2,0,0.063127333,100.47,2,0,1,1597.92,24,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
6818,9.895,0,0.060188932,233.0642,2,1,1,6041.4692,21,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1085,12.857645184135976,0,0.007962273,174.0422,2,2,3,5173.266,38,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2832,12.857645184135976,0,0.0,98.241,1,0,0,289.623,38,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
3183,18.25,0,0.077882226,258.0962,2,1,1,1035.9848,21,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
4216,15.2,0,0.021207519,219.4824,1,0,1,1747.0592,26,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
6768,17.2,1,0.012030747,166.6184,2,0,1,1155.8288,24,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
7286,6.13,0,0.0,60.1536,3,2,1,1102.5648,36,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
118,11.6,0,0.041177505,140.3154,2,1,1,2552.6772,16,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1696,12.6,1,0.123727659,253.0356,2,2,0,254.3356,25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
908,12.1,0,0.019314961,164.6526,2,2,0,657.8104,25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6638,7.405,0,0.015295536,89.7146,2,0,1,547.2876,24,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
697,5.32,0,0.093027718,101.4674,2,0,1,2954.1546,24,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
7666,12.857645184135976,0,0.114475357,160.9236,2,2,3,2255.7304,38,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
8122,5.32,0,0.092865746,100.6674,1,1,1,2648.5524,19,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
3710,13.1,0,0.037581243,175.5054,1,0,1,2451.4756,26,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
4685,13.65,1,0.078786674,184.824,1,0,1,3355.632,26,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
6631,19.6,0,0.069112952,90.1514,2,2,0,442.757,25,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5944,14.65,0,0.17138805,50.7692,1,0,1,1034.6532,26,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
249,17.5,0,0.027022883,262.491,2,1,1,5259.82,16,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1588,12.857645184135976,0,0.063649582,74.7696,1,0,0,74.5696,38,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
5839,13.15,0,0.043755405,182.895,1,1,1,3112.615,19,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
2259,17.2,1,0.012036432,165.7184,2,1,1,1816.3024,21,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
4594,12.857645184135976,0,0.0,175.3028,2,2,3,3719.1588,38,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4494,12.857645184135976,1,0.159081735,193.5478,2,2,3,4649.9472,38,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1910,16.7,0,0.070133177,109.8912,3,2,1,873.5296,36,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
2809,7.5,0,0.054610829,237.1906,2,2,0,237.6906,25,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2731,19.6,0,0.023999722,104.0964,2,1,1,525.982,21,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
6042,9.0,1,0.069031467,55.0614,3,2,1,442.0912,36,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
7269,12.15,0,0.0,123.773,1,0,1,3325.671,26,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
17,9.0,1,0.069196376,54.3614,2,0,1,718.3982,24,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
4178,15.85,0,0.069240685,217.5166,2,1,1,653.1498,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
5320,6.13,0,0.102171627,53.8298,1,1,1,1024.6662,19,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
7594,10.8,0,0.164724567,98.4042,2,2,0,99.2042,25,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
4023,8.39,0,0.120396991,163.4868,3,2,1,4586.0304,36,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3049,12.6,1,0.074035365,256.1356,2,0,1,4578.0408,24,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2469,11.35,1,0.0,103.0016,1,1,1,2125.2336,19,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
1006,19.85,0,0.053980686,196.8768,3,2,1,2561.9984,36,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
180,12.857645184135976,1,0.060134441,153.0656,2,2,3,6024.1584,38,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1486,17.1,1,0.0,208.5638,2,0,1,5383.6588,24,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2537,19.35,0,0.118342285,222.6088,2,1,1,1789.6704,21,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
507,10.0,0,0.089656812,144.0102,2,1,1,1603.9122,16,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
8393,10.5,0,0.041479396,36.8164,2,1,1,772.328,21,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
546,8.71,1,0.04605781,43.8744,2,0,1,633.8416,24,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
36,12.857645184135976,1,0.059511812,128.0678,2,2,3,2797.6916,38,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
6066,12.857645184135976,1,0.011072421,85.354,2,2,3,2077.296,38,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
4867,6.85,0,0.022878953,262.3594,1,1,1,3924.891,19,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
6298,13.65,1,0.025961116,80.4302,2,0,1,316.9208,24,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
5576,18.7,0,0.046348967,153.6682,2,1,1,1677.1502,16,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
2165,20.25,0,0.036474041,218.3482,2,2,2,2409.5302,14,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8172,6.055,0,0.025408702,160.892,1,0,1,2396.88,26,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1204,12.857645184135976,0,0.043168763,82.8592,1,0,0,165.1184,38,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
7268,12.857645184135976,1,0.054288646,96.6094,2,2,3,2189.8162,38,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1089,8.895,0,0.125222705,113.3544,2,2,2,1006.6896,14,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
3300,17.25,0,0.035207155,93.512,2,2,2,1491.392,14,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7761,20.5,1,0.019183756,83.7592,3,2,1,1403.5064,36,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
1130,12.857645184135976,0,0.012865901,59.3536,1,0,0,122.5072,38,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
6540,18.7,1,0.070691729,230.201,1,0,1,5742.525,26,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
6303,12.35,1,0.072689818,48.7692,2,2,2,788.3072,14,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2942,10.3,1,0.024891881,170.9422,1,1,1,3103.9596,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
4352,17.25,0,0.072986772,78.8986,2,1,1,1635.8706,21,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1357,9.8,0,0.047178116,99.4016,1,1,1,2428.8384,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2768,16.35,0,0.020579897,52.1324,2,0,1,934.7832,24,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
7611,15.0,1,0.162093059,182.5266,2,2,2,1290.9862,14,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2148,10.8,0,0.061101383,151.9024,1,0,1,2580.6408,26,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
7356,6.67,1,0.12332588,90.2514,3,2,1,974.0654,36,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
393,12.857645184135976,0,0.179484411,228.9352,1,0,0,916.1408,38,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
5917,5.34,1,0.005958918,101.6358,3,2,1,1709.1086,36,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
909,20.6,0,0.071282168,74.4696,2,2,2,223.7088,14,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
6175,8.355,0,0.188619537,146.4418,2,1,1,3089.9778,16,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
6572,11.8,0,0.008609602,114.8492,2,1,1,1390.1904,16,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
5300,17.1,1,0.074059474,209.0638,1,0,1,3520.0846,26,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2381,9.6,0,0.0,244.817,1,1,1,4374.306,19,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
7349,5.325,1,0.0,55.8298,1,1,1,485.3682,19,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
4392,12.857645184135976,0,0.041970938,55.4272,1,0,0,111.8544,38,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
5753,11.8,1,0.057538034,149.8366,2,1,1,1662.5026,21,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2241,6.71,1,0.029560451,65.8142,1,0,1,856.8846,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
633,12.857645184135976,1,0.0,145.2102,1,0,0,437.4306,38,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
5635,12.857645184135976,0,0.025354072,144.476,2,2,3,3661.9,38,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
8167,9.3,0,0.042357203,123.2388,2,0,1,1857.582,24,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1808,16.75,0,0.029785889,38.9822,2,0,1,628.5152,24,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
3191,14.85,0,0.061226969,253.0698,2,2,2,2283.0282,14,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
2255,10.895,1,0.05432142,146.2102,2,2,0,437.4306,25,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5041,11.0,1,0.088025298,158.063,2,1,1,2659.871,21,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
8338,15.25,0,0.061184804,132.0968,1,0,1,3914.904,26,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1081,16.0,0,0.076975118,46.2086,2,0,1,490.6946,24,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
6603,8.575,0,0.023866079,107.128,3,2,1,958.752,36,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
7026,12.15,0,0.0,254.904,1,0,1,4048.064,26,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
861,20.2,0,0.110356797,62.051,2,2,0,126.502,25,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
8092,16.25,0,0.078103689,91.1804,3,2,1,1929.4884,36,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
3522,10.3,1,0.0,191.153,1,1,1,1707.777,19,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2633,10.8,1,0.048218142,42.2138,2,0,1,690.4346,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
6604,7.75,0,0.043414959,93.1436,2,2,2,1418.154,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
7456,10.895,0,0.027157955,50.2666,2,2,2,820.2656,14,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
7182,12.857645184135976,0,0.087383304,180.4292,2,2,3,4013.4424,38,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
5512,12.8,0,0.070012633,262.8252,2,1,1,2885.5772,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
1485,12.857645184135976,0,0.097937252,98.9042,2,2,3,4960.21,38,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1742,13.15,0,0.093191195,158.1604,2,1,1,1426.1436,16,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
8012,13.65,0,0.03595391,185.2924,1,1,1,3146.5708,19,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
3555,11.1,0,0.04500603,174.0054,2,2,2,2101.2648,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
956,11.65,0,0.175033524,55.5298,2,1,1,647.1576,16,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
4893,5.51,0,0.0,98.9726,2,2,2,1565.9616,14,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
474,12.35,0,0.026681262,56.4246,1,0,1,810.9444,26,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
3814,17.0,1,0.140311123,265.6884,2,1,1,2649.884,16,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
4363,18.25,0,0.076125668,214.0218,2,1,1,2564.6616,21,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
7321,19.35,1,0.062625641,165.3184,2,0,1,1651.184,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
5214,7.075,0,0.058437653,143.0128,2,0,1,1150.5024,24,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
